file_path	size_in_bytes	type	label	source_image_label	associated_specimen	associated_annotation_method	associated_protocol
data/bin4_CTFcorrected_tomos_usedinalignments/1.rec	799179776	http://bia/Image	Tomogram 01, bin4, CTF-corrected	Tilt series 01			['_:Tomogram reconstruction', '_:Tomogram binning and deconvolution filtering']
data/bin4_CTFcorrected_tomos_usedinalignments/10.rec	799179776	http://bia/Image	Tomogram 10, bin4, CTF-corrected	Tilt series 10			['_:Tomogram reconstruction', '_:Tomogram binning and deconvolution filtering']
data/bin4_CTFcorrected_tomos_usedinalignments/11.rec	799179776	http://bia/Image	Tomogram 11, bin4, CTF-corrected	Tilt series 11			['_:Tomogram reconstruction', '_:Tomogram binning and deconvolution filtering']
data/bin4_CTFcorrected_tomos_usedinalignments/12.rec	799179776	http://bia/Image	Tomogram 12, bin4, CTF-corrected	Tilt series 12			['_:Tomogram reconstruction', '_:Tomogram binning and deconvolution filtering']
data/bin4_CTFcorrected_tomos_usedinalignments/13.rec	799179776	http://bia/Image	Tomogram 13, bin4, CTF-corrected	Tilt series 13			['_:Tomogram reconstruction', '_:Tomogram binning and deconvolution filtering']
data/bin4_CTFcorrected_tomos_usedinalignments/14.rec	799179776	http://bia/Image	Tomogram 14, bin4, CTF-corrected	Tilt series 14			['_:Tomogram reconstruction', '_:Tomogram binning and deconvolution filtering']
data/bin4_CTFcorrected_tomos_usedinalignments/15.rec	799179776	http://bia/Image	Tomogram 15, bin4, CTF-corrected	Tilt series 15			['_:Tomogram reconstruction', '_:Tomogram binning and deconvolution filtering']
data/bin4_CTFcorrected_tomos_usedinalignments/16.rec	799179776	http://bia/Image	Tomogram 16, bin4, CTF-corrected	Tilt series 16			['_:Tomogram reconstruction', '_:Tomogram binning and deconvolution filtering']
data/bin4_CTFcorrected_tomos_usedinalignments/17.rec	799179776	http://bia/Image	Tomogram 17, bin4, CTF-corrected	Tilt series 17			['_:Tomogram reconstruction', '_:Tomogram binning and deconvolution filtering']
data/bin4_CTFcorrected_tomos_usedinalignments/18.rec	799179776	http://bia/Image	Tomogram 18, bin4, CTF-corrected	Tilt series 18			['_:Tomogram reconstruction', '_:Tomogram binning and deconvolution filtering']
data/bin4_CTFcorrected_tomos_usedinalignments/19.rec	799179776	http://bia/Image	Tomogram 19, bin4, CTF-corrected	Tilt series 19			['_:Tomogram reconstruction', '_:Tomogram binning and deconvolution filtering']
data/bin4_CTFcorrected_tomos_usedinalignments/2.rec	799179776	http://bia/Image	Tomogram 02, bin4, CTF-corrected	Tilt series 02			['_:Tomogram reconstruction', '_:Tomogram binning and deconvolution filtering']
data/bin4_CTFcorrected_tomos_usedinalignments/20.rec	799179776	http://bia/Image	Tomogram 20, bin4, CTF-corrected	Tilt series 20			['_:Tomogram reconstruction', '_:Tomogram binning and deconvolution filtering']
data/bin4_CTFcorrected_tomos_usedinalignments/3.rec	799179776	http://bia/Image	Tomogram 03, bin4, CTF-corrected	Tilt series 03			['_:Tomogram reconstruction', '_:Tomogram binning and deconvolution filtering']
