file_path	size_in_bytes	type	label	source_image_label	associated_annotation_method	associated_protocol
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/01122021_BrnoKrios_arctis_lam1_pos4.mdoc	29213					
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/01122021_BrnoKrios_arctis_lam1_pos4.rawtlt	222					
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/01122021_BrnoKrios_arctis_lam1_pos4.st	2348811264	http://bia/Image	Tilt series lam 1 pos 4	['Frames lam 1 pos 4_001[-10.00]', 'Frames lam 1 pos 4_002[-7.00]', 'Frames lam 1 pos 4_003[-13.00]', 'Frames lam 1 pos 4_004[-16.00]', 'Frames lam 1 pos 4_005[-4.00]', 'Frames lam 1 pos 4_006[-1.00]', 'Frames lam 1 pos 4_007[-19.00]', 'Frames lam 1 pos 4_008[-22.00]', 'Frames lam 1 pos 4_009[2.00]', 'Frames lam 1 pos 4_010[5.00]', 'Frames lam 1 pos 4_011[-25.00]', 'Frames lam 1 pos 4_012[-28.00]', 'Frames lam 1 pos 4_013[8.00]', 'Frames lam 1 pos 4_014[11.00]', 'Frames lam 1 pos 4_015[-31.00]', 'Frames lam 1 pos 4_016[-34.00]', 'Frames lam 1 pos 4_017[14.00]', 'Frames lam 1 pos 4_018[17.00]', 'Frames lam 1 pos 4_019[-37.00]', 'Frames lam 1 pos 4_020[-40.00]', 'Frames lam 1 pos 4_021[20.00]', 'Frames lam 1 pos 4_022[23.00]', 'Frames lam 1 pos 4_023[-43.00]', 'Frames lam 1 pos 4_024[-46.00]', 'Frames lam 1 pos 4_025[26.00]', 'Frames lam 1 pos 4_026[29.00]', 'Frames lam 1 pos 4_027[-49.00]', 'Frames lam 1 pos 4_028[-52.00]', 'Frames lam 1 pos 4_029[32.00]', 'Frames lam 1 pos 4_030[35.00]', 'Frames lam 1 pos 4_031[-55.00]', 'Frames lam 1 pos 4_032[-58.00]', 'Frames lam 1 pos 4_033[38.00]', 'Frames lam 1 pos 4_034[41.00]', 'Frames lam 1 pos 4_035[-61.00]', 'Frames lam 1 pos 4_036[-64.00]', 'Frames lam 1 pos 4_037[44.00]', 'Frames lam 1 pos 4_038[47.00]', 'Frames lam 1 pos 4_039[-67.00]', 'Frames lam 1 pos 4_040[-70.00]', 'Frames lam 1 pos 4_041[50.00]']		_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/01122021_BrnoKrios_arctis_lam1_pos4_EVN.st	2348811264					
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/01122021_BrnoKrios_arctis_lam1_pos4_ODD.st	2348811264					
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/20211216_124009_EER_GainReference.gain	37338331					
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/AreTomo/01122021_BrnoKrios_arctis_lam1_pos4_dose-filt.tlt	219					
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/AreTomo/01122021_BrnoKrios_arctis_lam1_pos4_dose-filt.xf	2356					
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/AreTomo/newst.com	638					
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/AreTomo/tilt.com	758					
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/ctffind4/ctfphaseflip_ctffind4.txt	1889					
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_001[-10.00]_EER.eer	134097550	http://bia/Image	Frames lam 1 pos 4_001[-10.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_002[-7.00]_EER.eer	134234462	http://bia/Image	Frames lam 1 pos 4_002[-7.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_003[-13.00]_EER.eer	134019822	http://bia/Image	Frames lam 1 pos 4_003[-13.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_004[-16.00]_EER.eer	133497982	http://bia/Image	Frames lam 1 pos 4_004[-16.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_005[-4.00]_EER.eer	133956062	http://bia/Image	Frames lam 1 pos 4_005[-4.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_006[-1.00]_EER.eer	133485854	http://bia/Image	Frames lam 1 pos 4_006[-1.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_007[-19.00]_EER.eer	132972222	http://bia/Image	Frames lam 1 pos 4_007[-19.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_008[-22.00]_EER.eer	132017998	http://bia/Image	Frames lam 1 pos 4_008[-22.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_009[2.00]_EER.eer	132733374	http://bia/Image	Frames lam 1 pos 4_009[2.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_010[5.00]_EER.eer	131599854	http://bia/Image	Frames lam 1 pos 4_010[5.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_011[-25.00]_EER.eer	130914878	http://bia/Image	Frames lam 1 pos 4_011[-25.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_012[-28.00]_EER.eer	129392926	http://bia/Image	Frames lam 1 pos 4_012[-28.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_013[8.00]_EER.eer	130277262	http://bia/Image	Frames lam 1 pos 4_013[8.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_014[11.00]_EER.eer	128603134	http://bia/Image	Frames lam 1 pos 4_014[11.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_015[-31.00]_EER.eer	127583662	http://bia/Image	Frames lam 1 pos 4_015[-31.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_016[-34.00]_EER.eer	125439902	http://bia/Image	Frames lam 1 pos 4_016[-34.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_017[14.00]_EER.eer	126692222	http://bia/Image	Frames lam 1 pos 4_017[14.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_018[17.00]_EER.eer	124340222	http://bia/Image	Frames lam 1 pos 4_018[17.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_019[-37.00]_EER.eer	123050062	http://bia/Image	Frames lam 1 pos 4_019[-37.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_020[-40.00]_EER.eer	120242030	http://bia/Image	Frames lam 1 pos 4_020[-40.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_021[20.00]_EER.eer	121801982	http://bia/Image	Frames lam 1 pos 4_021[20.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_022[23.00]_EER.eer	118919630	http://bia/Image	Frames lam 1 pos 4_022[23.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_023[-43.00]_EER.eer	117027230	http://bia/Image	Frames lam 1 pos 4_023[-43.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_024[-46.00]_EER.eer	113031758	http://bia/Image	Frames lam 1 pos 4_024[-46.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_025[26.00]_EER.eer	115631630	http://bia/Image	Frames lam 1 pos 4_025[26.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_026[29.00]_EER.eer	111935374	http://bia/Image	Frames lam 1 pos 4_026[29.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_027[-49.00]_EER.eer	108555134	http://bia/Image	Frames lam 1 pos 4_027[-49.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_028[-52.00]_EER.eer	103557230	http://bia/Image	Frames lam 1 pos 4_028[-52.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_029[32.00]_EER.eer	107764030	http://bia/Image	Frames lam 1 pos 4_029[32.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_030[35.00]_EER.eer	103215550	http://bia/Image	Frames lam 1 pos 4_030[35.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_031[-55.00]_EER.eer	97991838	http://bia/Image	Frames lam 1 pos 4_031[-55.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_032[-58.00]_EER.eer	92066462	http://bia/Image	Frames lam 1 pos 4_032[-58.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_033[38.00]_EER.eer	98317870	http://bia/Image	Frames lam 1 pos 4_033[38.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_034[41.00]_EER.eer	92791278	http://bia/Image	Frames lam 1 pos 4_034[41.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_035[-61.00]_EER.eer	86332558	http://bia/Image	Frames lam 1 pos 4_035[-61.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_036[-64.00]_EER.eer	79801502	http://bia/Image	Frames lam 1 pos 4_036[-64.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_037[44.00]_EER.eer	86918830	http://bia/Image	Frames lam 1 pos 4_037[44.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_038[47.00]_EER.eer	80679102	http://bia/Image	Frames lam 1 pos 4_038[47.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_039[-67.00]_EER.eer	35659374	http://bia/Image	Frames lam 1 pos 4_039[-67.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_040[-70.00]_EER.eer	35659374	http://bia/Image	Frames lam 1 pos 4_040[-70.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/frames/2021201_BrnoKrios_arctis_lam1_pos4_041[50.00]_EER.eer	74159886	http://bia/Image	Frames lam 1 pos 4_041[50.00]			_:High-throughput visual proteomics workflow
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/metadata/archival/timepoint.log	24					
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/metadata/particles/f1atpase_bin1_tomo_2.star	95839					
data/tomoman_minimal_project/01122021_BrnoKrios_arctis_lam1_pos4/metadata/particles/f1atpase_mito_bin1_tomo_2.star	95839	http://bia/AnnotationData	Annotation STOPGAP f1atpase mito bin1 lam 1 pos 4	Tomogram lam 1 pos 4	_:Particle picking	_:Subtomogram averaging of macromolecular complexes
